Norwegian,English
museum,museum
overnatte,spend the night
rull,roll
austin,austin
innrøm,admit
teksten,the text
ignorere,ignore
teltet,tent
lenny,lenny
strekker,stretch
derimot,on the other hand
jen,jen
timevis,hour
bin,bin
janet,Janet
nasjon,nation
håpløs,hopeless
seksuell,sexual
annens,others
usannsynlig,unlikely
creek,cree
malte,painted
avgang,departure
ansikter,faces
vart,were
stjålne,stolen
vitser,jokes
vinduer,windows
villige,willing
saga,saw
handelen,trade
brett,tray
håpløst,hopeless
dagers,days
situasjoner,situations
chad,chad
elv,river
kapteinens,the captain's
godhet,goodness
vises,see you later
bruno,bruno
tiår,decade
simpson,simpson
skittent,filthy
clary,clary
ohio,ohio
styrbord,starboard
hvelvet,vault
tropp,squad
kappe,robe
formann,chairman
komplett,complete
erklært,declared
uroe,unrest
gledet,joy
våte,wet
brettet,tray
koffert,suitcase
elevene,pupils
husarrest,house arrest
fans,fans
voldsomt,violent
drake,drake
balanse,balance
tyskere,Germans
salat,salad
februar,February
eks,ex
uavhengig,independent
bombene,the bombs
temperaturen,the temperature
natalie,natalie
utpressing,blackmail
moral,morality
cassie,cassie
tanya,tanya
quentin,quentin
neida,neida
håndterer,handles
økonomien,economy
linjer,lines
eksperiment,experiment
heis,elevator
piano,piano
raser,breed
saksøke,sue
port,gate
vanvidd,fraud
felten,field
fiendens,enemy
skytingen,shoot
overlat,leave
nyhet,news
overordnede,superior
rulleblad,roller
bløff,bluff
adrian,adrian
myke,soft
voldtok,rape
penere,nicer
himmelens,heaven
fremste,front
menyen,menu
brien,brien
setet,seat
økonomiske,economic
tynt,film
generasjoner,generations
utvikler,developer
pommes,french
djevel,devil
nasjonen,nation
teateret,theater
kose,enjoy
beslutninger,decisions
innsatte,inmate
spring,run
innlagt,hospitalized
besøkt,visited
gjettet,guess
jules,Christmas
låsen,lock
atlanta,atlanta
forsker,scientist
oversett,translate
lesbisk,lesbian
ånder,spirits
ferien,holiday
trofast,faithful
profesjonelle,professional
religiøs,religious
loftet,attic
chapman,chapman
ubevæpnet,unarmed
opplagt,obvious
delstaten,state
travel,busy
inngår,included
umulige,impossible
rio,rio
opplysningene,the information
veldedighet,charity
flasker,bottles
ordfører,Mayor
misforstå,misunderstand
sanden,sand
abort,abortion
kikk,look
kryp,creep
månedsvis,monthly
kineserne,the Chinese
hertugen,the duke
knytte,tie
jern,iron
evige,eternal
escobar,escort
åja,Oh yes
nest,nest
tømme,empty
lappen,note
venninnen,girlfriend
lila,lila
strand,beach
nifst,scary
felicity,felicity
ristet,toast
sheila,Sheila
tørk,wipe
manuset,script
desperate,desperate
naiv,naive
svenske,Swedish
netflix,netflix
rådhuset,the city Hall
lommene,pockets
flaska,bottle
tykk,thick
serie,series
skuls,skuls
arresterte,arrested
medfølelse,compassion
overvåke,watch
jenna,jenna
ulver,wolves
former,shapes
murray,murray
uhyre,extremely
edwards,edwards
organisert,organized
endres,change
støt,shock
merr,more
sven,sven
lidd,suffer
pc,PC
sesongen,season
nestemann,next
opphold,stay
jaggu,jaggu
erter,peas
chelsea,chelsea
sveits,Switzerland
forandringer,change
aksjer,stock
dytte,push
kampene,matches
mormor,grandmother
irene,Irene
dansk,Danish
abigail,abigail
klemmer,clamp
stater,states
herrene,gentlemen
brutalt,brutal
utførte,performed
skrur,screw
kausjon,bail
hawk,hawk
kisten,coffin
ghost,ghost
glimt,flash
jødene,the Jews
favoritten,favorite
text,text
hastighet,speed
borger,citizen
bytt,change
advokatene,the lawyers
jødisk,Jewish
skapninger,creatures
utslettet,rash
forårsaker,Causes
adalind,adalind
djevelens,the devil's
intelligens,intelligence
horn,horn
ho,ho
rolige,calm
elaine,elaine
bryt,break
opprettholde,sustain
billige,cheap
perspektiv,perspective
bestevennen,best friend
diktet,the poem
sĺ,so
bikkja,bikkja
erjo,is
barnslig,childish
havna,harbor
hacket,hack
girl,girl
dagslys,daylight
personlighet,personality
fødselen,birth
forbindelser,connections
måle,measure
day,day
datet,dated
gray,gray
etterforske,investigate
dårligere,even
rimer,river
oppfatning,perception
regning,bill
riker,kingdom
skallet,bald
ethvert,every
skjorten,shirt
jeger,I am
grått,gray
vitenskapen,the science
tapper,valiant
brennende,burning
skinnet,shine
alternativer,options
kveg,cattle
verkstedet,workshop
tærne,toes
tequila,tequila
cellene,cells
kjekken,cook
introdusere,introduce
straffes,punishment
anlegget,facility
hengte,hung
skinn,shine
izzy,izzy
sprøyte,syringe
d.,d.
udyr,beast
hysterisk,hysterical
avtrekkeren,the trigger
alfa,alpha
stemningen,mood
utfordre,challenge
forsvarte,defended
chang,Chang
passasjerer,passenger
ikk,non
foyle,foyle
flaut,embarrassing
maskiner,machines
mengde,crowd
nedi,downi
flyplass,airport
nedenunder,below
overfall,assault
stua,living
spioner,spy
jd,JD
bekymringer,concern
colin,colin
klovn,clown
unnskylder,apologize
sult,hunger
sprengstoff,explosive
bevissthet,consciousness
bransje,branch
hasj,hash
stien,path
kanalen,canal
ufattelig,inconceivable
rodney,rodney
forbrytere,criminals
tatovering,tattoo
ordføreren,the mayor
skygger,shadows
reid,reid
reynolds,reynolds
metode,method
anbefale,recommend
jared,jared
testamentet,testament
ronald,ronald
skoler,schools
poesi,poetry
pil,arrow
søsters,sister's
kompani,company
uendelig,infinity
sulte,starve
forvandle,turn
pisser,piss
isabel,Isabel
wolf,wolf
beslutningen,the decision
grisen,pig
oppdatert,updated
feltet,field
utslette,eradicate
skumle,scary
tjukken,thick
becky,becky
såkalte,so -called
kula,ball
løste,solved
fryse,freeze
kvinnes,woman's
theo,Theo
virksomhet,business
manglende,lack of
forklart,explained
grunnet,grounded
metall,metal
fokusert,focused
forrådt,betray
smilte,smiled
hett,hot
skilsmissen,divorce
motell,motel
orket,noble
signaler,signals
keiser,emperor
rørende,touching
budskapet,the message
misforstått,misunderstood
floyd,floyd
z,z
point,point
politiker,politician
negativt,negative
fuck,fuck
kjede,chain
skuiie,Skuiie
tiltrukket,attracted
trappene,stairs
smilet,smile
annika,annika
sektor,sector
gabby,gabby
føderal,federal
straffer,penalties
savage,savage
arving,heir
operere,operate
dose,dose
ivan,Ivan
ra,raw
skog,forest
snudd,in turn
snuten,muzzle
eli,eli
vaert,been
jefferson,jefferson
svindler,scammer
voyager,voyager
politikere,politicians
patricia,patricia
reagere,react
baxter,baxter
eter,eat
whiskey,whiskey
erica,Erica
organisasjonen,organization
pølser,sausages
brasil,Brazil
fabelaktig,fabulous
magien,magic
svina,pig
solomon,solomon
undersøkte,surveyed
inspirert,inspired
pusse,polish
hansker,gloves
fantasien,imagination
styrtet,crash
beskriver,describe
slite,worn
sentralen,central
eden,oath
sympati,sympathy
overdose,overdose
wesen,wesen
visdom,wisdom
verdsetter,value
joy,joy
reporter,reporter
skapning,creature
boris,boris
isolert,isolated
innbyggere,residents
klatret,climb
myndigheter,authorities
amerikas,America
michigan,michigan
business,business
ambulansen,the ambulance
gravd,excavated
summer,sum
bonus,bonus
bush,bush
facebook,facebook
denver,denver
lad,charge
likhuset,the mortgage
effektiv,efficient
interesserer,interest
nazistene,the Nazis
professoren,professor
bishop,bishop
håpte,hoped
pepper,pepper
hellas,Greece
lønna,salary
svindel,fraud
tone,tone
nødvendige,necessary
eiendeler,assets
secret,secret
lyle,lattle
stirre,stare
trente,worked out
starling,starling
klarert,trusted
peke,point
toalett,toilet
meninger,opinion
utforske,explore
stryker,iron
u,u
vaer,weather
grense,limit
kidnapping,kidnapping
vennlige,friendly
utlandet,abroad
datoen,date
stewart,stewart
lojale,loyal
plikter,duties
june,June
fiasko,failure
skuespillere,actors
beklage,regret
forårsake,cause
spenningen,the excitement
korn,grain
pest,plague
ynkelig,pitiful
naomi,naomi
stiles,still
spredt,scattered
bailey,bailey
ulovlige,illegal
laster,load
lillebroren,little brother
oppnådd,achieved
anrop,call
hai,shark
underviser,teacher
komfortabel,comfortable
gjennomgå,review
salget,the sale
brekker,break
tisset,pee
varsle,warn
selvtillit,self
forretningen,the business
kara,kara
um,about
flyene,aircraft
gæren,crazy
mislykket,unsuccessful
fluer,flies
skrittet,step
kjerringa,girlfriend
ensomt,lonely
deilige,delicious
morer,fun
vesla,vesla
centimeter,centimeter
alaska,alaska
godeste,good
journalister,journalists
crawford,crawford
løpt,run
bryet,trouble
stefan,stefan
reagerte,reacted
hyret,hired
baklengs,backwards
avansert,advanced
miriam,Miriam
tøyte,loop
sparte,saved
tørre,dare
forskere,researchers
sovne,fall asleep
barndommen,childhood
motorsykkel,motorcycle
shirley,shirley
mikrofonen,the microphone
ankomst,arrival
lilla,purple
eugene,euges
ombestemme,change
katrine,Katrine
kristi,Christ
t.,t.
drittsekkene,assembles
visepresidenten,the vice president
vandre,walk
skilte,divorce
kjekke,handsome
hovedkvarter,headquarters
sydney,sydney
genetisk,genetic
scofield,scofield
daniels,daniels
miranda,miranda
frakken,coat
rykker,advancement
servert,served
agnes,agnes
fortjeneste,profit
forskningen,research
alkoholiker,alcoholic
c.,c.
fødte,born
baltimore,baltimore
blad,blade
kikker,glances
seremonien,ceremony
våres,spring
bradley,bradley
hoder,head
forhånd,advance
raj,raj
sekk,sack
meld,message
renset,cleaned
tenåringer,teenagers
frites,fries
kikke,look
opptakene,recordings
tente,ignite
sludder,snend
cross,cross
værsågod,you're welcome
fenrik,fenrik
mississippi,mississippi
smelter,melt
guttunge,kid
aske,ash
detroit,detroit
slim,mucus
bryllupsdagen,wedding day
hensikten,the purpose
cabe,cabe
pågår,ongoing
lekene,toys
myrde,murder
kongelig,royal
trafikk,traffic
vitenskapelig,scientific
svetter,sweat
roberts,roberts
pensjonert,retired
politikken,politics
forbannelsen,curse
garderoben,wardrobe
slapper,relax
fokuserer,focus
grev,count
lepper,lips
inngikk,entered
begavet,gifted
geit,goat
mottok,received
benson,benson
plate,board
moden,ripe
dusty,dusty
fingeravtrykkene,fingerprints
hood,hood
tuvok,tu growth
smule,crumb
sinna,anga
filene,files
øg,and
nyeste,newest
elias,Elias
motorene,engines
macgyver,macGyver
skjoldene,the shields
høyden,height
joel,Joel
tor,dare
svinge,swing
gjenstand,object
freden,peace
up,up
majoren,major
opplevde,experienced
riste,shake
marilyn,marily
mulighetene,the possibilities
arrow,arrow
populære,popular
selges,sold
oppdro,upward
etternavn,surname
colorado,colorado
øde,desolate
syvende,seventh
putte,put
judith,judith
marsj,march
homser,gay
grønnsaker,vegetables
brady,brady
stram,tighten
undersøkelse,examination
kurere,cure
valp,puppy
smertestillende,pain
åsen,hill
gitar,guitar
stephanie,stephanie
tapre,brave
uro,unrest
ydmyket,humiliated
biologiske,biological
lærepenge,apprenticeship
pennen,pen
avskyelig,disgusting
komiteen,committee
apple,Apple
broa,bridge
behandles,treated
restene,remnants
koker,cook
poteter,potatoes
sonja,sonja
flammer,flame
mote,Meeting
jerusalem,Jerusalem
nervøse,nervous
fore,by
asken,the ash
forsyn,supply
bitter,bitter
state,state
talte,speak
evans,evans
hand,hand
chandler,chandler
trorjeg,I think
viet,devot
nsa,nsa
sykestua,hospital
begjær,lust
resepsjonen,reception
ærlighet,honesty
sjefene,bosses
fbl,fbl
internasjonal,international
skyene,clouds
utvide,expand
tråkket,stepped
nokså,quite
skandale,scandal
slikke,lick
ettersøkt,wanted
returnere,return
støtten,support
misunnelig,envious
hugo,hugo
benet,leg
ydmyke,humiliate
oppførselen,behavior
knox,knox
demokrati,democracy
drift,chance
nikki,nikki
samvittigheten,the conscience
tegner,cartoon
klipper,rock
tørker,dry
forandres,change
ella,ella
befolkningen,the population
adlyder,obey
avhøre,question
irritert,annoyed
edith,edith
høsten,fall
anstendig,decent
axel,axel
tynne,thin
viktigst,most
uff,uff
skytevåpen,firearm
xenzai,xenzai
bear,bear
opprinnelige,original
leveren,liver
viljen,will
pc-en,PC
vennskapet,friendship
fjær,spring
oj,oj
påkjørt,hit
oransje,orange
uttale,pronunciation
sugd,suck
fersken,peach
politimannen,the policeman
underwood,underwood
news,news
jessie,jessie
sorgen,grief
lærere,teachers
mengder,amounts
maja,Maja
verdifulle,valuable
kobler,connect
dass,duck
price,price
sophia,sophia
nef,NEF
spesialagent,specialty
hadet,good bye
snut,great
blond,blonde
guden,god
anonym,anonymous
raketter,rockets
relevant,relevant
befaler,commander
that,that
neglene,nails
veddemål,bet
finere,finer
yes,yes
nissen,giant
kroken,hook
legges,laid
laste,load
brandy,brandy
italienske,Italian
genial,branch
national,national
vend,turn
hukommelse,memory
tørket,dried
oz,oz
batteriet,battery
willy,willy
saus,sauce
råder,advice
fremskritt,progress
kvele,choke
cisco,cisco
dødens,death
prostituert,prostitute
pult,desk
lommeboken,the wallet
lori,lori
medisinene,medicines
raker,rakes
utgang,exit
kryss,cross
plasserte,placed
legenden,legend
selg,sell
besvimte,fainted
mayday,mayday
larsen,Larsen
kjønn,sex
vanskeligste,most difficult
mikrofon,mic
gresk,Greek
verdier,values
dwight,dwight
karakterer,grades
strengt,strict
farer,dangers
oftest,often
wally,wally
seire,win
thanksgiving,Thanksgiving
tilsynelatende,apparently
aper,apes
feilet,failed
tømmer,lumber
kvalitet,quality
kull,coal
regelen,the rule
tekniske,technical
innkalt,called
cella,cell
klaget,complain
jeffrey,jeffrey
bladet,magazine
julius,Julius
faste,fast
nederlag,defeat
g.,g.
gled,joy
hjemløse,homeless
revolusjonen,the revolution
miljø,environment
wesley,wesley
krype,crawl
verdener,world
besøkende,visitor
tjukk,fat
sykle,ride
tjenere,servant
tier,tier
doble,double
american,american
hverandres,each other
senker,lowering
dumpe,dump
bekreftelse,confirmation
slet,strap
grensa,border
sylvia,sylvia
ladd,charged
aggressiv,aggressive
nårjeg,when I
visjon,vision
e-posten,e-mail
staben,staff
ledelse,management
lise,lise
drosjen,cab
rester,remains
bønder,peasants
ferdigheter,skills
utelukket,excluded
dominion,dominion
snow,snow
diamantene,diamonds
svære,heavy
usynlige,invisible
beordrer,orders
gunnar,gunnar
claudia,claudia
maser,mash
besøket,visit
gratulere,congratulate
d.c.,D.C.
ombestemte,change
guttens,boy
kasinoet,the casino
løve,promise
venezia,venezia
forsikret,insured
jr,jr
bevegelser,movement
punktet,point
elektriske,electric
blanke,blank
romvesener,aliens
square,square
dataene,data
kroppene,bodies
mentalt,mental
stramt,tighten
opphisset,excited
anker,anchor
zeke,zeke
storebror,big Brother
intervjue,interview
binder,binder
spanske,Spanish
hederlig,honorable
rosen,rose
sykdommer,diseases
phoenix,phoenix
helle,pour
oppmerksom,observant
skåle,toast
overbetjent,over -off
us,US
cynthia,cynthia
erstatning,replacement
hudson,skin
kirkegården,cemetery
belle,belle
pennsylvania,pennsylvania
trikset,trick
hjelmen,helmet
ty,bee
løgnene,liar
håndkle,towel
banks,bank
penisen,penis
piker,girls
retter,dishes
oslo,Oslo
glen,glen
grov,coarse
tiltrekkende,attractive
soldaten,the soldier
conrad,Conrad
forveien,forveien
scandinavian,Scandinavian
generelt,generally
gail,Gail
mengden,amount
lånt,borrowed
veiene,roads
utdannet,qualified
korridoren,corridor
sprekker,crack
blåst,blown
bunn,bottom
fet,oily
deltar,participate
murene,walls
sjokkerende,shocking
slakter,butcher
utfor,down
forbrytelsen,crime
innimellom,occasionally
archie,archie
knytter,ties
såpe,soap
mack,mack
reisende,travelers
bokstaver,letters
feige,coward
milliard,billion
eleanor,eleanor
brystene,breasts
folkets,people's
claude,claude
dyrke,cultivate
beskrev,describe
smigret,flattered
timers,hour
tøffing,tough
egenhånd,own
pine,torment
ofrer,sacrifice
muskler,muscles
irriterer,irritates
tilpasse,adjust
patrulje,patrol
birgitte,birgite
resync,resync
skurken,villain
sum,sum
anklagene,charges
butler,Butler
mills,mills
filen,file
smell,crack
sugde,suck
passord,password
våget,dared
sosial,social
nasa,nasa
fremragende,outstanding
vraket,wreck
datamaskiner,computers
stiv,stiff
autoritet,authority
skatter,taxes
bryst,breast
mo,mo
jesu,Jesus
overtalte,persuaded
mirakler,miracles
irland,ireland
selveste,est
shakespeare,shakespeare
brødet,bread
kortere,shorter
blodige,bloody
hint,hint
invitasjonen,invitation
spyr,spray
frifot,free
gni,rub
diskusjon,discussion
stinkende,stinky
tabber,fault
sylvester,jam
hive,pull
diskutert,discuss
passordet,password
forsørge,support
nerd,nerd
opererer,operate
nettverk,network
fortauet,sidewalk
gangster,gangster
smakte,tast
mynter,coins
omsider,last
engasjert,engaged
harriet,harriet
becca,Becca
kasser,box
blek,pale
tårn,tower
sein,late
heftig,hot
christina,Christina
karma,karma
grunnlag,foundation
vurderte,considered
franskmennene,the French
drakt,costume
matcher,match
iron,iron
armstrong,armstrong
edle,noble
einstein,Einstein
sdi,SDI
rekk,row
tann,tooth
ordentlige,real
knekken,broke
hawkins,Hawkins
stammen,trunk
svelge,swallow
begraver,bury
cat,cat
verdifullt,valuable
pistoler,pistols
kai,quay
deltok,participated
lampen,lamp
svik,betrayal
nasjonal,National
automatisk,automatic
morsommere,more fun
intervjuer,interviews
politibetjent,police officer
sending,broadcast
ukevis,weekly
sasha,sasha
gap,gap
atmosfæren,atmosphere
annalise,annalise
kjernen,core
frk,miss
cass,cass
stuen,living
parfyme,perfume
polen,pole
home,home
lfølge,read
overtid,overtime
kropper,bodies
saks,scissors
sofie,sofie
opplegget,program
genseren,sweater
danielle,danielle
georg,georg
arkivet,archive
charley,charley
virksomheten,business
ustabil,unstable
produserer,produce
putter,puts
etterforsket,investigated
voldta,rape
griper,grip
forelder,parent
slåsskamp,fight
æresord,honorary word
agentene,agents
forlanger,demand
jasper,jasper
petter,Petter
pesten,plague
ødelagte,destroyed
forfatteren,The Author
sloan,sloan
bolig,residence
tegningene,the drawings
tokyo,tokyo
pensjon,pension
skarpe,sharp
dags,day
minn,remember
rip,rip
gjennombrudd,breakthrough
reparert,repair
nei.,no.
sekretæren,secretary
doris,doris
styrt,ruled
karin,karin
kjedet,chain
mektigste,most
arven,legacy
sopp,mushroom
nabolag,neighborhood
nevada,nevada
berg,salvage
hugh,hugh
gruppa,the group
parkere,park
flat,flat
uunngåelig,unavoidable
sårene,wounds
parkert,parked
kvalifisert,qualified
sprang,leap
rosalee,rosalee
originalserie,original series
cleveland,Cleveland
mandy,mandy
kniver,knives
forestill,imagine
representant,representative
rakettene,the rockets
seriemorder,serial killer
cash,cash
personalet,staff
beveget,moved
møbler,furniture
framskritt,progress
jace,jace
chips,chips
frost,frost
atlantic,atlantic
chapo,chapo
plassene,seat
sjeldent,rare
spriten,booze
emil,emil
sandra,sandra
griser,griser
hobby,hobby
avsted,place
vervet,position
fat,dish
korrupt,corrupt
sun,sun
global,global
væpnet,armed
presang,present
avslutt,finish
apollo,apollo
puben,pub
kuk,cock
wien,wien
ava,ava
lynn,lightning
irsk,Irish
lenker,links
andreas,Andreas
hulen,cave
snublet,stumbled
margo,Margo
barbere,shave
richards,richards
slipset,tie
t-banen,The tube
kirurg,surgeon
heie,cheer
revolusjon,revolution
avskum,scum
tristan,Tristan
psykisk,mental
trolldom,magic
ezra,ezra
tillat,allow
fjols,silly
manager,manager
benken,the bench
nettene,nights
hitover,hitward
innkommende,incoming
operasjoner,operations
stevnemøte,date
bløffer,bluff
sladrer,gossip
sjeldne,rare
gerry,gerry
adoptert,adopted
varmere,warm
hedre,honor
out,out
utenlands,overseas
ole,ole
sawyer,sea
søsken,sibling
museet,museum
latin,latin
sladder,gossip
leketøy,toy
opprørerne,the rebels
tittel,title
praksis,practice
pulten,desk
skurkene,villains
billigere,cheaper
forbyr,ban
verdensrommet,space
tilsto,admitted
jernbanen,railroad
diskuterte,discussed
fridde,peace
skrekkelig,terrible
raska,fast
rayburn,rayburn
pannen,the pan
hassan,hazan
mannfolk,men
maskinene,machines
eksistens,existence
bakhold,ambush
arrangere,arrange
arbeidere,workers
meyer,Meyer
oppfylt,fulfilled
rotete,messy
amsterdam,Amsterdam
forfra,from the front
queens,quens
kommentarer,comments
instruksjoner,instruction
dc,dc
computer,computer
negative,negative
atferd,behavior
hjelm,helmet
brydd,cared
spasertur,walk
voldsom,terrific
kunden,customer
konen,wife
flygende,flying
dex,dex
fartøyet,vessel
kirka,church
rullestol,wheelchair
troende,believer
bommer,barrier
forsikringen,the insurance
edmund,edmund
løsne,loosen
eple,apple
crack,crack
vrient,awkward
frankenstein,Frankenstein
knekker,crack
forholdene,conditions
ansett,regarded
nødig,weird
overlate,entrance
konflikt,conflict
forråde,betray
trang,urge
sjansene,chances
erstattet,replaced
finch,fine
dannet,formed
trollmann,sorcerer
jury,jury
overdriver,exaggerate
fyllik,fill
territorium,territory
kjæledyr,pet
aksent,accent
plasserer,place
hensikter,purpose
blodtrykket,blood pressure
can,can
betraktning,reasons
fornærmelse,insult
fn,UN
underholdning,entertainment
dusten,dust
bølger,waves
inspirasjon,inspiration
cage,cage
sjuende,seventh
knus,crush
mon,mon
ll,ll
huff,huff
slemt,mad
pressekonferanse,press conference
lizzie,lizzie
tøm,empty
antatt,assumed
picard,picard
belønningen,the reward
analyse,analysis
maleri,painting
jordskjelv,earthquake
bryster,breast
odds,odds
hjemløs,homeless
baron,baron
hemmelighetene,the secrets
overbeviste,convinced
koser,cuddle
nucky,nucky
colombia,Colombia
synke,sink
janeway,janeway
slagsmål,distinction
winston,Winston
lekre,beautiful
utsetter,postpone
ingrid,Ingrid
pakistan,pakistan
sokker,socks
hastings,rush
klientene,client
pope,pop
ve,wise
tisser,pee
deprimerende,depressing
vått,wet
jobbene,jobs
halvannen,one and a half
karantene,quarantine
dytter,pushes
strekke,extend
moore,moore
lokker,lure
voldelige,violent
tilliten,confidence
woody,woody
kafé,café
likhet,similarity
camille,camille
kledde,dressed
satans,satans
mishandlet,mistreated
klanen,clan
babord,port
lorenzo,lorenzo
brønnen,the well
tiders,time
ja.,yes.
dumper,dumpper
lovens,law
dummeste,stupid
forover,forward
kjøkken,kitchen
phillips,phillips
bygg,building
romantiske,romantic
flate,fleet
medalje,medal
skolens,'s
elektrisitet,electricity
symbolet,symbol
arrester,arrest
lånet,the loan
kommandant,commander
samma,same
montgomery,montgomery
udødelig,immortal
tommelen,thumb
skytteren,shooter
seiv,even
etternavnet,last name
tanten,aunt
risikerte,risked
raketten,rocket
åsted,astead
danske,Danish
motellet,motel
uenige,disagree
apen,open
jensen,jensen
spillere,players
gravide,pregnant
kke,no
dusje,sprinkle
bånn,tire
borg,castle
lignet,similar
skummel,scary
miljøet,environment
penga,money
heretter,from now on
aleine,alone
missouri,missouri
niesen,niece
utenlandske,foreign
dea,dea
unike,unique
lekse,lesson
kjempefin,terrific
ski,ski
storbritannia,Great Britain
logg,log
feller,traps
grensene,the boundaries
passerte,passed
shelby,shelby
patty,patty
motstandsbevegelsen,the resistance movement
ark,sheet
khanen,khanen
omfattende,comprehensive
enslig,single
tvilte,doubt
lave,barn
bøye,buoy
skylda,blame
steroider,steroid
lykkeligere,happier
powell,powell
senket,lowered
roll,role
skjegget,beard
troverdig,believable
meksikansk,Mexican
rico,rico
japanske,Japanese
heksa,witch
violet,violet
kvartal,quarter
ulykker,accidents
ginger,ginger
mario,mario
portene,gates
arrogant,arrogant
ruten,route
svelget,throat
riddere,knight
suzanne,suzanne
hannibal,hannibal
saksøker,plaintiff
blanding,mixture
hev,raise
produkt,product
sank,sank
riv,tear
klipp,clip
evigheter,turn
hals,throat
smertefullt,painful
amok,amok
rapportene,the reports
håndjernene,handcuffs
rystet,shocked
dødsstraff,death penalty
nasjonale,national
produsent,producer
beck,Bececk
slippes,release
pus,pussy
mette,satur
beæret,honor
beistet,beast
frekt,rude
tilfreds,content
unngått,avoided
raseri,rage
skuffelse,Disappointment
pleie,care
rang,rank
mal,goal
kvelder,evenings
broadway,broadway
overveldende,overwhelming
betjenten,officer
ai,ai
hårete,hairy
matthews,matthews
gylne,golden
oversikt,overview
besittelse,possession
langer,long
fang,lap
0g,0g
kompiser,buddy
kondom,condom
dee,dee
grey,gray
døtrene,the daughters
emilie,Emilie
åpningen,opening
effekten,effect
episoden,episode
kjeller,basement
janice,Janice
skipper,skipper
etasjer,floor
dyrehagen,zoo
verdien,value
prester,priest
vilkår,terms
anledningen,occasion
ulikt,unlike
filer,files
taktisk,tactical
dynamitt,dynamite
sä,so
beundret,admired
spøkte,joked
belte,belt
nigel,nigel
inkluderer,includes
sofia,sofia
marvin,marvin
øm,about
daphne,daphne
vognene,wagons
kompisene,buddies
pentagon,pentagon
nederst,bottom
skrekk,horror
systemer,systems
vegger,walls
tørt,dry
stanford,stanford
pop,pop
investere,invest
brunt,brown
holdningen,attitude
tepper,rug
informant,informant
skynder,hurry
hiv,HIV
anlegg,facility
lammet,paralyzed
samtykke,consent
single,single
telefonnummer,telephone number
master,master
utvalgt,selected
varebilen,van
kyllingen,chicken
andrews,Andrews
radaren,the radar
jody,jody
aksjon,action
ovenfor,above
bryan,bryan
stoffer,substances
privatlivet,privacy
hunt,hunt
utallige,countless
raner,rans
rettighetene,the rights
bagasje,luggage
supermann,superman
rompa,rompa
misunner,envy
moon,moon
stigen,ladder
helgene,the weekends
hammond,hammond
produsere,produce
rand,ridge
neelix,Neelix
dempe,curb
plenen,lawn
utgangspunktet,starting point
tennis,tennis
skrudd,screwed
trøste,comfort
mappe,folder
støvler,boots
basseng,pool
palasset,palace
splitter,splitter
føreren,driver
foreldreløse,orprint
elefant,elephant
arrangert,arranged
gåte,riddle
elsk,love
religiøse,religious
sti,path
bull,bull
tyven,thief
beethoven,Beethoven
sladre,gossip
omsorg,care
insekter,insects
garden,garden
tenn,ignition
betydelig,significant
mama,mama
lola,lola
midtøsten,Middle East
galaksen,galaxy
aktiver,activate
måne,moon
skuffer,drawers
vernon,vernon
lab,lab
forhøre,interrogate
kalkun,turkey
ete,eat
kongeriket,kingdom
anse,pay
bølgene,the waves
vinkel,angle
dre,trips
arbeiderne,workers
bøy,Bend
slurk,sip
disiplin,discipline
shelly,shelly
benedict,benedict
formen,form
pågripe,apprehend
kanonene,cannons
tåpelige,foolish
eksistert,exist
forfalsket,counterfeit
pinne,stick
nøtter,nuts
forsøket,attempt
skriftlig,written
buster,buster
marnie,Marnie
percy,percy
lizzy,lizzy
innholdet,content
mobiltelefon,mobile phone
michaels,michaels
passasjerene,passengers
symptomene,the symptoms
utfordringen,the challenge
finalen,final
rekord,record
kloke,wise
hansen,Hansen
niels,niels
daglige,daily
svekket,weakened
forsprang,lead
kverke,quiver
ekorn,squirrel
flåte,fleet
santos,Santos
linjene,lines
halleluja,hallelujah
suspendert,suspended
utenfra,from the outside
skytter,shooter
pedro,pedro
rist,grill
frakte,carry
rovdyr,predator
utbrudd,outbreak
tilstår,confess to
materialet,material
avbrutt,interrupted
åndelig,spiritual
flekken,spot
diskré,discreet
kurven,Basket
utsøkt,exquisite
drew,drew
sirkelen,circle
tilstrekkelig,sufficient
praten,talk
fruen,lady
smeltet,melted
jørgen,Jørgen
musklene,muscles
vesenet,being
rakett,rocket
forbløffende,astonishing
såpass,so
s.,s.
mads,mads
marion,marion
offerets,victim's
so,so
fødselsdagen,birthday
forfedre,ancestors
spytter,spit
bevegelsen,movement
oppgaver,tasks
skadde,injured
konvolutten,envelope
vurdering,appraisal
danner,form
fravær,absence
ansetter,hires
tråd,thread
fu,fu
innstilt,set
galskapen,madness
gjerning,deed
lip,lip
fornøyde,satisfied
hinsides,beyond
håndleddet,wrist
torturert,tortured
pønsker,psyche
løk,onion
overlevelse,survival
tekstet,text
anita,Anita
englene,angels
oppfylle,fulfill
tidsnok,time
joyce,joyce
skulder,shoulder
førsteklasses,first class
minnes,recall
kombinasjon,combination
haley,Haley
paula,Paula
opptrer,act
dyktige,skilled
tatoveringen,tattoo
punktum,dot
oddsen,odds
helsikes,hell
bryllupsreise,honeymoon
ledetråd,clope
terroristene,the terrorists
endelige,final
godtatt,accepted
gamling,old
amber,amber
gjenstander,objects
kampanjen,campaign
lobbyen,lobby
kjipt,sneak
